Title,Authors,Publication Date,Keywords,Abstract,Classification,Subject Areas
Raw Water Sources For Water Supply In Bangkok Metropolitan Administration During Seawater Intrusion Period,"Srisatit T., Chaiwong C., Wongkiew S., Noophan P.",2023-01-01,"Bangkok, High salinity, Raw water, Salinity intrusion, Tap water, Treated wastewater, Wastewater reuse, Water distributions, Water production, Water source, Bangkok, raw water, Salinity intrusion, wastewater reuse, wastewater treatment","Water production and distribution for the people in Bangkok, Nonthaburi, and Samut Prakan areas, have faced the problem of using salty tap water. Problem has been specially found in the water supply services in the eastern part of the Chao Phraya River basins that mainly use the Chao Phraya River as a raw water source for producing the water supply. The problematic issue of high salinity in the produced water supply can be caused by the seawater from the gulf of Thailand intruding into the Chao Phraya River. Therefore, this research aimed to study and find out proper solutions to the problem by reusing the treated wastewater from the Bangkok wastewater treatment plants as raw water to produce water supply during the seawater intrusion period. Based on the study results, it was found that the reuse of the treated wastewater as a raw water source for tap water production could not be practically suitable because BMA has reused some of the treated wastewater for their activities as well as discharged some of it to maintain the environmental and ecological conditions of the river and canals. Hence, two approaches have been suggested as possible solutions to the faced salt tap water problem including 1) relocation of the water intake station (the raw water pumping station) to prevent the high salinity polluting the raw water resource during the seawater intrusion period, and 2) provision of new water reservoirs for especially reserving raw water for producing water supply during the seawater intrusion period.","engineering, Multidisciplinary","Engineering (all), Multidisciplinary"
Centrifuge Modelling of a Soil Slope Reinforced by Geosynthetic Cementitious Composite Mats,"Ngo T.P., Takahashi A., Likitlersuang S.",2023-03-01,"Cementitious composites, Centrifuge models, Composites material, Geosynthetics, Geotextile and geomembrane, Mountainous area, Slope, Slope instability, Soil erosion, Soil slopes, Cement, Centrifuge modelling, Composite material, Geotextiles and geomembranes, Slopes","Soil erosion and slope instability caused by seepage and rainfall are major problems, especially in mountainous areas. Many researchers focus on a new technologies or materials to stabilise soil slopes. In this study, the novel geosynthetic cementitious composite mat (GCCM) was studied for its ability to reinforce soil slopes. A series of centrifuge tests were performed on the soil slope model under calibrated seepage and rainfall conditions. Medical gypsum plaster sheet, which has an equivalent strength and stiffness to GCCM, was used to reinforce a model soil slope. The results showed that GCCM-reinforcement could reduce slope displacement by contributing its high stiffness and creating an interface frictional force with the slope. In addition, the GCCM could delay the increase in pore-water pressure in the soil slope during rainfall, thus diminishing the hydraulic force acting on the slope, even if the slope surface was not fully covered by GCCMs. Overall, the results indicate that GCCM has good slope reinforcement potential.","slopes, engineering, earth sciences, Agricultural and Biological Sciences","Architecture, Geotechnical Engineering and Engineering Geology, Soil Science, Geology"
Risk factors of intraoperative blood transfusion in pediatric craniotomy for intracranial tumor resection: a 10-year analysis,"Sangtongjaraskul S., Sae-Phua V., Amornfa J., Tuchinda L.",2023-07-01,"Blood Transfusion, Body Weight, Brain Neoplasms, Child, Craniotomy, Humans, Postoperative Complications, Retrospective Studies, Risk Factors, blood transfusion, complication, craniotomy, intracranial tumor, intraoperative","OBJECTIVE: A pediatric craniotomy for intracranial tumor removal brings both high bleeding and blood transfusion risks. The aim of this study was to identify the risk factors for intraoperative blood transfusion in this procedure. The secondary outcome was to investigate postoperative complications and clinical outcomes related to blood transfusion. METHODS: A retrospective analysis was performed among children who underwent a craniotomy for brain tumor resection at a tertiary hospital over a 10-year period. The pre- and intraoperative variables were examined and compared between the transfusion and nontransfusion groups. RESULTS: One hundred seventy-two patients (58%) received intraoperative blood transfusions among a total of 295 craniotomies in 284 children. Factors associated with blood transfusion were body weight ≤ 20 kg (adjusted odds ratio [AOR] 5.286, 95% confidence interval [CI] 2.892-9.661; p < 0.001), American Society of Anesthesiologists (ASA) physical status III-IV (AOR 6.860, 95% CI 1.434-32.811; p = 0.016), preoperative hemoglobin ≤ 11 g/dl (AOR 3.610, 95% CI 1.406-9.265; p = 0.008), tumor size ≥ 45 mm (AOR 2.117, 95% CI 1.214-3.693; p = 0.008), and duration of operation ≥ 6 hours (AOR 3.816, 95% CI 1.736-8.385; p = 0.001). Postoperative infection of other systems, other complications, duration of mechanical ventilation, and intensive care unit and hospital length of stay were found to be significantly higher in the transfusion group. CONCLUSIONS: Lower body weight, higher ASA physical status, preoperative anemia, large tumor size, and prolonged duration of surgery were found to be significant factors for predicting intraoperative blood transfusion in pediatric craniotomy. The identification and modification of risks from intraoperative blood transfusion can be beneficial in reducing the probability of transfusion and improving allocation efficiency of limited blood component resources.",medical,"Surgery, Pediatrics, Perinatology and Child Health, Neurology (clinical)"
Rapid decalcification of articular cartilage and subchondral bone using an ultrasonic cleaner with EDTA,"Charnwichai P., Kitkumthorn N., Ruangvejvorachai P., Wongphoom J., Meesakul T., Tammachote N., Tammachote R.",2023-02-01,"Cartilage, Articular, Caspase 3, Edetic Acid, Humans, Minerals, Osteoarthritis, Salts, Ultrasonics, Cartilage, EDTA, Microwave, Rapid decalcification, Subchondral bone, Ultrasonic cleaner","Articular cartilage and subchondral bones were used to be the samples for studying effects of drugs in the joint degenerative diseases such as osteoarthritis. Because of the deposition of mineral salts, articular cartilage and subchondral bones require decalcification process to soften the tissues. EDTA is a chelating agent that is commonly used to remove mineral salts, but this step is time-consuming and can take as long as 45 days. Commercial ultrasonic cleaner and microwave oven were reported to reduce the decalcification timing. The aim of this study is to determine and compare the decalcification of human articular cartilage and subchondral bone using EDTA together with ultrasonic cleaner or microwave oven. Hundred pieces of articular cartilage and subchondral bones obtained from osteoarthritis patients undergone total-knee-replacement were divided into 10 groups according to decalcification method (ultrasonic cleaner or microwave) and timing (2, 4, 6, 8, and 10 h). In each group, all cartilage and subchondral bone pieces were decalcified and sectioned, and subsequently stained with haematoxylin and eosin, Von Kossa, terminal deoxynucleotidyl transferase dUTP nick end labeling (TUNEL) assay, or caspase-3 immunohistochemistry. The optimal timing of decalcification of articular cartilage and subchondral bones using EDTA together with ultrasonic cleaner was at 8 and 10 h, while the timing using EDTA together with microwave oven was more than 10 h. Clear TUNEL and caspase-3 signals were obtained from samples decalcified using EDTA together with ultrasonic cleaner for 8 h. In summary, to our knowledge, this is the first study that compared EDTA decalcification between ultrasonic cleaner and microwave oven. Here, we report a new methodology for decalcification for articular cartilage and subchondral bones that reduces decalcification time from weeks to hours and is suitable for further pathological analyses.","medical, biochemistryistry","Histology, Cell Biology"
Portable smartphone integrated 3D-Printed electrochemical sensor for nonenzymatic determination of creatinine in human urine,"Teekayupak K., Aumnate C., Lomae A., Preechakasedkit P., Henry C.S., Chailapakul O., Ruecha N.",2023-03-01,"3-D printing, 3d-printed electrode, Amperometry, Human urine, Non-enzymatic, Non-enzymatic creatinine sensor, Portable electrochemical sensor, Printed electrodes, RGO, Smart phones, Creatinine, Electrochemical Techniques, Electrodes, Graphite, Humans, Limit of Detection, Nanoparticles, Smartphone, 3D-printed electrode, CuO, Non-enzymatic creatinine sensor, Portable electrochemical sensor, rGO","3D printing technologies are an attractive for fabricating electrochemical sensors due to their ease of operation, freedom of design, fast prototyping, low waste, and low cost. We report the fabrication of a simple 3D-printed electrochemical sensing device for non-enzymatic detection of creatinine, an important indicator of renal function. To create the 3D-printed electrodes (3DE), carbon black/polylactic acid (CB/PLA) composite filament was used. The 3DE was activated using 0.5 M NaOH via amperometry prior to use to improve electrochemical performance. To give selectivity for creatinine, the activated 3DE was modified with a copper oxide nanoparticle-ionic liquid/reduced graphene oxide (CuO-IL/rGO) composite. The modified 3DE was characterized using microscopy and electrochemistry. Cyclic voltammetry and amperometry were used to evaluate sensor performance. The modified 3DE provided electrocatalytic activity towards creatinine without enzymes. Under optimal conditions, the modified 3DE directly coupled with a portable smartphone potentiostat exhibited the linear detection range of 0.5–35.0 mM, and the limit of detection was 37.3 μM, which is sufficient for detecting creatinine in human urine samples. Furthermore, the other physiological compounds present in human urine were not detected on the modified 3DE. Therefore, the modified 3DE could be a tool for effective creatinine screening in the urine.","fluidex; related topics, chemistry",Analytical Chemistry
Safety of SABA Monotherapy in Asthma Management: a Systematic Review and Meta-analysis,"Sriprasart T., Waterer G., Garcia G., Rubin A., Andrade M.A.L., Roguska A., Phansalkar A., Fulmali S., Martin A., Mittal L., Aggarwal B., Levy G.",2023-01-01,"Administration, Inhalation, Adolescent, Adrenal Cortex Hormones, Adult, Anti-Asthmatic Agents, Asthma, Drug Therapy, Combination, Ethanolamines, Humans, Terbutaline, Adolescents, Adults, Adverse events, Monotherapy, Mortality, Overuse, SABA, Safety","Introduction: Short-acting β2-agonist (SABA) reliever overuse is common in asthma, despite availability of inhaled corticosteroid (ICS)-based maintenance therapies, and may be associated with increased risk of adverse events (AEs). This systematic literature review (SLR) and meta-analysis aimed to investigate the safety and tolerability of SABA reliever monotherapy for adults and adolescents with asthma, through analysis of randomized controlled trials (RCTs) and real-world evidence. Methods: An SLR of English-language publications between January 1996 and December 2021 included RCTs and observational studies of patients aged ≥ 12 years treated with inhaled SABA reliever monotherapy (fixed dose or as needed) for ≥ 4 weeks. Studies of terbutaline and fenoterol were excluded. Meta-analysis feasibility was dependent on cross-trial data comparability. A random-effects model estimated rates of mortality, serious AEs (SAEs), and discontinuation due to AEs (DAEs) for as-needed and fixed-dose SABA treatment groups. ICS monotherapy and SABA therapy were compared using a fixed-effects model. Results: Forty-two studies were identified by the SLR for assessment of feasibility. Final meta-analysis included 24 RCTs. Too few observational studies (n = 2) were available for inclusion in the meta-analysis. One death unrelated to treatment was reported in each of the ICS, ICS + LABA, and fixed-dose SABA groups. No other treatment-related deaths were reported. SAE and DAE rates were < 4%. DAEs were reported more frequently in the SABA treatment groups than with ICS, potentially owing to worsening asthma symptoms being classified as an AE. SAE risk was comparable between SABA and ICS treatments. Conclusions: Meta-analysis of data from RCTs showed that deaths were rare with SABA reliever monotherapy, and rates of SAEs and DAEs were comparable between SABA reliever and ICS treatment groups. When used appropriately within prescribed limits as reliever therapy, SABA does not contribute to excess rates of mortality, SAEs, or DAEs.",medical,Pharmacology (medical)
Static Class-Level Approach For Test Impact Analysis,"Basin A., Luangsodsai A., Sinapiromsaran K.",2023-01-01,"Abstract Syntax Trees, Automated test, Class level, Continuous testing, High quality, Impact analysis, Javaparse, Test case, Test case selection, Test impact analyse, abstract syntax tree, continuous testing, javaparser, test case selection, test impact analysis","The objective of this paper is to examine the efficacy of test impact analysis in a setting of continuous testing, where automated test cases are routinely run to guarantee the integration of high-quality codes. While continuous testing can enhance code quality and minimize maintenance workload, it may also lead to a notable rise in overhead for test execution. Building on previous research, we introduce a new static class-level technique by constructing test cases to class dependency graphs from abstract syntax trees using JavaParser and applying it to seven Java systems. Like prior findings, we observe that, despite a small number of changed files in code changes, roughly 40 percent of test cases are impacted and require execution on average. Nonetheless, we conclude that test impact analysis can serve as a powerful tool for reducing test overhead. Moreover, we compare our proposed technique with a state-of-the-art static class-level method and find that our approach outperforms by achieving roughly a 13 percent reduction in selecting impacted tests on the commonly evaluated systems.","fluidex; related topics, computer science","Artificial Intelligence, Computer Networks and Communications, Computer Science Applications, Computer Vision and Pattern Recognition, Software"
"Mercury elimination from synthetic petroleum produced water using green solvent via liquid-liquid extraction: Experimental, effective solubility behaviors and DFT investigation","Duangchan K., Mohdee V., Punyain W., Pancharoen U.",2023-04-01,"Corn oil, Density-functional-theory, Effective solubilities, Greener solvents, Hg(II), Liquid-liquid extraction, Response-surface methodology, Solubility behavior, Stripping process, Thermodynamic modelling, Density functional theory, Hg(II), Response surface methodology, Separation, Thermodynamic models, Vegetable oil","This study focuses on the use of alternative vegetable oils (corn, linseed, and canola oil) as green extractants in the liquid-liquid extraction (LLE) of mercury elimination from synthetic produced water to meet Thailand's standard discharge limits. Extraction parameters involve the type of vegetable oil used, pH of feed solution, time, and O/A ratio. Three parameters in the stripping process are optimized by applying response surface methodology (RSM). Models NRTL, UNIQUAC, and Van't Hoff are employed in the mutual solubility of corn oil; the various strippants (NaOH, HCl, and thiourea) are investigated under different temperatures. Under optimal conditions, results demonstrate that percentages of extraction and stripping of mercury reach 99.4% and 95.4%, respectively. Corn oil proved to be the most efficient solvent for mercury extraction at pH ranges 2-8. Based on ANOVA, the stirring speed and A/O ratio had a significant influence on the stripping process. The mechanisms of extraction reaction were evaluated via density functional theory (DFT) along with Fourier-transform infrared spectroscopy (FTIR) and ultraviolet-visible spectroscopy (UV-vis). Extraction and stripping kinetics are found to be of first-order (k = 0.182 min-1) and second-order (k = 0.9244 L•mg-1min-1), respectively. It is seen that our method has the ability to successfully remove mercury while still remaining below the standard discharge level.","mixing and separation, coastal engineering, environmental","Chemical Engineering (miscellaneous), Waste Management and Disposal, Pollution, Process Chemistry and Technology"
Quality and Health Risk Assessment of Groundwater for Drinking and Irrigation Purpose in Semi-Arid Region of India Using Entropy Water Quality and Statistical Techniques,"Panneerselvam B., Ravichandran N., Kaliyappan S.P., Karuppannan S., Bidorn B.",2023-02-01,"Drinking and irrigations, Health risk assessments, Human health, Nitrate contamination, Nitrate pollution, Nitrate pollution index, Noncarcinogenic risk, Pollution index, Sample location, Water quality indexes, groundwater, human health, nitrate contamination, nitrate pollution index, noncarcinogenic risk","The continuous intake of contaminated drinking water causes serious issues for human health. In order to estimate the suitability of groundwater for drinking and irrigation, and also conduct human risk assessments of various groups of people, a total of 43 sample locations in the semi-arid southern part of India were selected based on population density, and we collected and analyzed groundwater from the locations for major anions and cations. The present study’s novelty is integrating hydrochemical analysis with the entropy water quality index (EWQI), nitrate pollution index (NPI) and human health risk assessment. The results of the EWQI revealed that 44.19% of the sample locations need to be treated before consumption. About 37.20% of the study region has a high concentration of nitrate in the groundwater. NPI revealed that 41.86% of the samples had moderate or significant pollution levels. The non-carcinogenic risk evaluation showed that 6–12-year-old children are at a higher risk than teenagers, adults and elderly people in the study area. The natural sources of nitrate and other contamination of groundwater are rock–water interaction, weathering of rock, dissolution of carbonate minerals and evaporation processes, and the anthropogenic sources are the decomposition of organic substances in dumping yards, uncovered septic tanks and human and animal waste. The results suggest taking mitigation measures to reduce the contamination and improve the sustainable planning of groundwater management.","water engineeringneering, sociology, biochemistryistry, Agricultural and Biological Sciences, environmental","Geography, Planning and Development, Biochemistry, Aquatic Science, Water Science and Technology"
DPIDNS:A Deep Packet Inspection Based IPS for Security Of P4 Network Data Plane,"Ahad A., Bakar R.A., Arslan M., Ali M.H.",2023-01-01,"Data planes, Data-plane, Deep packet inspection, Domain name system, Domain name system filtering, Fast network speed, Network data, Network speed, Switch with p4 programming, deep packet Inspection (DPI), Domain name system filtering, fast network speed, switches with p4 programming","The Domain Name System's (DNS) primary function is to translate hostnames into numerical Internet Protocol (IP) addresses. The DNS is a growing, and more vulnerable target for emerging attacks since traffic via it is frequently not monitored. Even on high-speed networks, software-based mitigation strategies and specialized, advanced firewalls may become bottlenecks and are vulnerable to saturation assaults. Many techniques for reducing network security threats may be quickly and easily implemented using the P4-programmable data plane without slowing down or interfering with regular traffic Using the stateful processing capabilities of programmable switches, in the course of this research, we develop a system that is able to monitor DNS traffic in the data plane and then apply the security rules that have been established by the administrator to certain domains. Deep Packet Inspection (DPI) is used in particular to apply filtering criteria (such as preventing harmful environments) and retrieve the domain name from a collection of labels. The evaluation findings reveal that the suggested method outperforms the state-of-the-art P4-based methods in terms of the number of domain labels it can parse. Further, throughput, latency, and packet loss achieve considerable performance gains compared to a conventional software firewall-pfsense-. However, due to the low resource consumption of the implemented P4 software, it may include additional security features.","fluidex; related topics, computer science, decision sciences","Artificial Intelligence, Computer Science Applications, Computer Vision and Pattern Recognition, Information Systems, Information Systems and Management"
Investigating geological records of tsunamis in Western Thailand with environmental DNA,"Yap W., Switzer A.D., Gouramanis C., Horton B.P., Marzinelli E.M., Wijaya W., Yan Y.T., Dominey-Howes D., Labbate M., Jankaew K., Lauro F.M.",2023-03-01,"Metabarcoding, Mud layer, Multi proxies, Next-generation sequencing, Organics, Overwash, Palaeotsunami, Thailand, Tsunami deposits, Tsunami geology, Metabarcoding, Next Generation Sequencing, Overwash, Palaeotsunami, Tsunami Geology","The identification of tsunami deposits in the geological record remains a challenge because the proxies availabilities are subject to the environment. The proxies may degrade over time and inherently inhibit the robustness of event interpretations. Multi-proxy methods, which leverage on each other's advantage/s and limitation/s, are employed to improve the identification of tsunami deposits from the geological record. Here, we assess the utility of environmental DNA (eDNA) for tsunami research by comparing and contrasting the eDNA collected from a sequence of well-documented palaeotsunami deposits spanning the past three millennia. We study swales in a coastal beach ridge sequences on Phra Thong Island, Thailand and test if eDNA can robustly discriminate the tsunami-deposited sand sheets that intercalate between the non-tsunami derived organic mud layers. Our results indicate that the 2004 Indian Ocean tsunami deposit and preceding tsunami deposits (approximately 550 to 700 years ago) contain microbial communities that differ significantly from the overlying and underlying organic mud layers (p-value = 0.0269) but the signal becomes restricted in the older sediment layers up to 2800-year-old that are constantly submerged in groundwater. This work demonstrates the potential for applying eDNA to study tsunami deposits over centennial time frames and perhaps longer.",earth sciences,"Oceanography, Geology, Geochemistry and Petrology"
Nitrogen-Doped Graphene Quantum Dots as “Off-On” Fluorescent Probes in Paper-Based Test Kits for Selective Monitoring of Cyanide in Food,"Malahom N., Ma-In T., Naksen P., Anutrasakda W., Amatatongchai M., Citterio D., Jarujamrus P.",2023-07-14,"Ag +, Fluorescence turn-on, Fluorescent probes, Fluorescent sensors, Fluorometric paper-based test kit, Hydrogen cyanide, Nitrogen doped graphene, Nitrogen-doped graphene quantum dot, Paper-based test, Test kits, fluorescence turn-on, fluorescent sensor, fluorometric paper-based test kit, hydrogen cyanide (HCN), nitrogen-doped graphene quantum dots (N-GQDs)","We successfully developed a fluorometric paper-based test kit for the selective and sensitive determination of cyanide using nitrogen-doped graphene quantum dots (N-GQDs) as the fluorescent probe. Citric acid and tris(hydroxymethyl)aminomethane were precursors for the one-step synthesis of N-GQDs via in situ hydrothermal methods, providing a high quantum yield of 57.9%. The proposed mechanism uses a fluorescence turn-on approach. Specifically, the fluorescence of N-GQDs is quenched by the incorporation of Ag+ via a photoinduced electron transfer (PET). During the detection step, sulfuric acid converts cyanide (CN-) into hydrogen cyanide (HCN). The Ag+ species on the N-GQD surface then react with the evolved HCN via a coordination bond to form a silver cyanide complex, resulting in the fluorescence emission of the N-GQDs being turned back on. As a result, the fluorescence emission intensity of N-GQDs linearly increased with increasing CN- concentrations in the range of 0.5-25 mg L-1, with a limit of detection (LOD) of 0.08 mg L-1. Notably, the developed sensor has advantages in terms of simplicity, rapidity, low cost, and high selectivity toward CN-. The analytical performance of the test kit was also validated the performance of the test kit against a conventional precipitation titration method.","fluidex; related topics, Materials Science",Materials Science (all)
Self-enhancement lateral flow immunoassay for COVID-19 diagnosis,"Ruantip S., Pimpitak U., Rengpipat S., Pasomsub E., Seepiban C., Gajanandana O., Torvorapanit P., Hirankarn N., Jaru-ampornpan P., Siwamogsatham S., Pongpaibool P., Siwamogsatham S., Thongchul N., Chaiyo S.",2023-08-15,"Delayed-lateral flow immunoassay, Diagnostics tools, Flow byes, Gold enhancement strategy, High sensitivity, Lateral flow immunoassay, One-step, Saliva sample, Self enhancements, Test operations, Delayed-lateral flow immunoassay, Gold enhancement strategy, One-step, Saliva sample, SARS-CoV-2","Equipment-free colorimetric-based lateral flow immunoassay (LFIA) is the most convenient and popular tool for various applications, including diagnostic tools requiring high sensitivity for the detection of pathogens. Thus, improvements and developments of LFIA are constantly being reported. Herein, we enriched the sensitivity of LFIA using the gold enhancement principle, emphasizing needlessly complicated apparatus, only one step for the strip test operation, and typical time incubation (15 min) process. Self-enhanced LFIA was then executed for subsequent flows by overlapping the additionally enhanced pad composed of gold ions and reducing agent on the conjugate pad and the sample pad. Self-enhanced LFIA was performed to detect SARS-CoV-2 antigens in saliva. The obtained result depicted that the achieved sensitivity was up to tenfold compared with that of conventional LFIA by visual measurements. The detection limits of self-enhanced LFIA detecting nucleocapsid protein antigens in the saliva sample was 0.50 and 0.10 ng/mL employed by naked eye detection and calibration curve-based calculation, respectively. When the proposed device was applied to 207 human saliva samples, the diagnostic performance presented a 96.10 % sensitivity and 99.23 % specificity. This self-enhanced LFIA could be implemented in large-scale production and demonstrates higher sensitivity with effortless use, which meets the requirements for point-of-care testing and on-field mass screening.","fluidex; related topics, Materials Science, physics, engineering","Electronic, Optical and Magnetic Materials, Instrumentation, Condensed Matter Physics, Surfaces, Coatings and Films, Metals and Alloys, Electrical and Electronic Engineering, Materials Chemistry"
A facile and automated microfluidic electrochemical platform for the in-field speciation analysis of inorganic arsenic,"Pungjunun K., Praphairaksit N., Chailapakul O.",2023-12-01,"ELectrochemical detection, Electrochemical platforms, In-field, Inorganic arsenic, Inorganics, Microfluidics channels, Microfluidics devices, Smart phones, Speciation, Speciation analysis, Arsenic, Electrochemical detection, Microfluidic device, Smartphone, Speciation","An automated microfluidic electrochemical platform was developed for the rapid in-field analysis of arsenic speciation. Herein, we integrated an electrochemical sensing and microfluidic channel for the simultaneous determination of As(III) and total inorganic As (total iAs) within a single device. The platform was fabricated by assembling a gold nanoparticle-modified screen-printed graphene electrode (AuNP/SPGE) on a hydrophilic polyethylene terephthalate (PET) sheet that was specially designed to enclose a microfluidic channel with dual flow channels for separate determination of the two species. While As(III) can be promptly detected with the AuNP/SPGE on one end, thioglycolic acid stored in glass fiber is employed on the other end to reduce As(V) before being electrochemically analyzed on the AuNP/SPGE as total iAs; the difference represents the amount of As(V). With a wireless potentiostat and a smartphone equipped with Bluetooth technology, the overall procedure can be fully automated and accomplished merely within 9 min. The linear ranges for the determination of As(III) and total iAs were found to be 50–1000 and 100–1500 ng/mL with detection limits of 3.7 and 17 ng/mL, respectively. The proposed method was validated and applied for the inorganic As speciation of various food samples with satisfactory results compared to those obtained with the standard HPLC-ICP‒MS protocol. This novel microfluidic electrochemical platform offers numerous advantages, notably for its simplicity, speed, low cost, and portability for on-site analysis, which conclusively makes it a highly promising analytical device for the speciation of inorganic arsenic.","process equipment, chemistry",Analytical Chemistry
"Biofabrication, biochemical profiling, and in vitro applications of salivary gland decellularized matrices via magnetic bioassembly platforms","Ahmed K., Rodboon T., Oo Y., Phan T., Chaisuparat R., Yodmuang S., Rosa V., Ferreira J.N.",2023-05-01,"Animals, Decellularized Extracellular Matrix, Extracellular Matrix, Humans, Magnetic Phenomena, Salivary Glands, Swine, Tissue Engineering, Tissue Scaffolds, Cell culture techniques, Decellularization, Extracellular matrix, Magnetic bioassembly, Submandibular gland","Trending three-dimensional tissue engineering platforms developed via biofabrication and bioprinting of exocrine glands are on the rise due to a commitment to organogenesis principles. Nevertheless, a proper extracellular matrix (ECM) microarchitecture to harbor primary cells is yet to be established towards human salivary gland (SG) organogenesis. By using porcine submandibular gland (SMG) biopsies as a proof-of-concept to mimic the human SG, a new decellularized ECM bioassembly platform was developed herein with varying perfusions of sodium dodecyl sulfate (SDS) to limit denaturing events and ensure proper preservation of the native ECM biochemical niche. Porcine SMG biopsies were perfused with 0.01%, 0.1%, and 1% SDS and bio-assembled magnetically in porous polycarbonate track-etched (PCTE) membrane. Double-stranded DNA (dsDNA), cell removal efficiency, and ECM biochemical contents were analyzed. SDS at 0.1% and 1% efficiently removed dsDNA (< 50 ng/mg) and preserved key matrix components (sulfated glycosaminoglycans, collagens, elastin) and the microarchitecture of native SMG ECM. Bio-assembled SMG decellularized ECM (dECM) perfused with 0.1–1% SDS enhanced cell viability, proliferation, expansion confluency rates, and tethering of primary SMG cells during 7 culture days. Perfusion with 1% SDS promoted greater cell proliferation rates while 0.1% SDS supported higher acinar epithelial expression when compared to basement membrane extract and other substrates. Thus, this dECM magnetic bioassembly strategy was effective for decellularization while retaining the original ECM biochemical niche and promoting SMG cell proliferation, expansion, differentiation, and tethering. Altogether, these outcomes pave the way towards the recellularization of this novel SMG dECM in future in vitro and in vivo applications. Graphical Abstract: [Figure not available: see fulltext.].","medical, biochemistryistry","Pathology and Forensic Medicine, Histology, Cell Biology"
A novel recycling route for aluminum alloys: Synthesis of Fe/Al bimetallic materials and magnetic separation,"Park I., Ito M., Jeon S., Tabelin C.B., Phengsaart T., Silwamba M., Hiroyoshi N.",2023-10-01,"Aluminium powder, Aluminum alloy scrap, Aluminum production, Bimetallics, Cementation, Fe/aluminum bimetallic material, High-energy input, NaCl solution, Non-ferrous metals, Recycling, Aluminum alloy scrap, Cementation, Fe/Al bimetallic materials, Magnetic separation, Recycling","Aluminum (Al) is one of the most important non-ferrous metals used in modern society, but its production from primary ores (e.g., bauxite) requires high energy input, emits large CO2, and generates huge amounts of solid wastes. In contrast, the production of Al from recycled scrap—also known as secondary Al production—only requires 5–8% of the energy for producing Al from bauxite and generates less amount of solid waste than that of the primary Al production, thus having both economic and environmental benefits. In general, scrap Al alloys are treated by physical-based separation techniques to remove impurities, and then mixed aluminum alloys are charged into the furnace for further refining. The ideal way of recycling Al scrap is to process each Al alloy by remelting/refining processes. To this end, this study investigated the surface modification of aluminum alloys by iron (Fe) deposition, followed by their separation by magnetic separation. When Al powder was treated with an acidified ferrous chloride solution (FeCl2-HCl-NaCl solution), dissolved Fe concentration decreased with time while releasing Al3+ into the solution, indicating that Fe cementation on Al occurred. X-ray photoelectron spectroscopy (XPS) analysis of treated Al powder showed that its surface was covered with zero-valent iron (ZVI) as well as its oxidation products (e.g., Fe(II)/Fe(III)-oxyhydroxide). The synthesis of Fe/Al bimetallic materials from Al alloys—1050, 2024, 3003, 5083, 6061, and 7075—was strongly dependent on HCl concentration as well as reaction temperature. Moreover, the kinetics of Fe cementation on Al alloys and the amounts of Fe cemented were determined not only by the rest potentials of the Al alloys but also their corrosion resistance. After treating Al alloys with FeCl2-HCl-NaCl solution, each Al alloy could be sequentially recovered by magnetic separation.","engineering, chemistry, earth sciences","Control and Systems Engineering, Chemistry (all), Geotechnical Engineering and Engineering Geology, Mechanical Engineering"
Pre-trained Model Robustness Against GAN-Based Poisoning Attack in Medical Imaging Analysis,"Singkorapoom P., Phoomvuthisarn S.",2023-01-01,"Adversarial machine learning, Architecture learning, Generative adversarial network, Imaging analysis, Machine-learning, Medical image classification, Model robustness, Network-based, Performance, Poisoning attacks, adversarial machine learning, generative adversarial networks (GANs), medical image classification, poisoning attack","Deep learning revolutionizes healthcare, particularly in medical image classification, with its analysis performance aided by public architectures and transfer learning for pre-trained models. However, these models are vulnerable to adversarial attacks as they rely on learned parameters, and their unexplainable nature can make it challenging to identify and fix the root cause of the model after an attack. Given the increasing use of pre-trained models in life-critical domains like healthcare, testing their robustness against attacks is essential. Evasion and poisoning attacks are two primary attack types, with poisoning attacks having a broader range of poison sample-generating methods, making testing model robustness under them more critical than under evasion attacks. Poisoning attacks do not require an attacker to have a complete understanding to corrupt the model, making them more likely to occur in the real world. This paper evaluates the robustness of the famous pre-trained models trained as binary classifiers under poisonous label attack. The attacks use GANs to generate mislabeled fake images and feed poison samples to the model in a black box manner. The amount of performance degradation using classification metrics evaluates the model's robustness. We found that ConvNeXt architecture is the most robust against this type of attack, suggesting that transformer architecture can be used to build a more robust deep-learning model.","fluidex; related topics, decision sciences",Information Systems and Management
Effects of density and load orientation on embedment behaviour of coconut wood,"Wang K., Lim H., Li M., Srivaro S., Oh J.-K.",2023-03-31,"Arecaceae, Coconut wood, Dowel embedment property, Half-hole test, Modern buildings, Monocots, Palm wood, PaLM-tree, Property, Woody materials, Coconut wood, Dowel embedment properties, Half-hole test, Palm wood","Different from most species of monocot clade, palm trees (Arecaceae) have woody materials which could be used for construction. However, the engineering embedment properties of coconut wood are not available in modern building codes. In this study, half-hole dowel embedment experiments, according to ASTM D5764-97a, were conducted on coconut wood with three dowel diameters in directions parallel and perpendicular to the grain for the full range of densities. The results showed that the empirical equations for common structural wood in an internationally acknowledged wood design standard overestimate the embedment strength of coconut wood by 32.9% on average.","fluidex; related topics, engineering, Materials Science","Civil and Structural Engineering, Building and Construction, Materials Science (all)"
