Title,Source,Link,Authors,Abstract,Publication Date,Keywords,Subject Area
A Hypoxia-Inflammation Cycle and Multiple Sclerosis: Mechanisms and Therapeutic Implications,Current Treatment Options in Neurology,https://api.elsevier.com/content/abstract/scopus_id/85209360435,Soroush A.,,2025-12-01,,information systems
Therapeutic effect of total glucosides of paeony on IgA vasculitis nephritis: progress and prospects,Molecular Biology Reports,https://api.elsevier.com/content/abstract/scopus_id/85210100638,Wang Z.,,2025-12-01,,industrial
Promoter recognition specificity of Corynebacterium glutamicum stress response sigma factors σ<sup>D</sup> and σ<sup>H</sup> deciphered using computer modeling and point mutagenesis,Journal of Computer-Aided Molecular Design,https://api.elsevier.com/content/abstract/scopus_id/85210099230,Blumenstein J.,,2025-12-01,,industrial
Enhanced Carbon Dioxide Biofixation and Lipid Production of Chlorella sp. Using Alkali Absorber and Strategic Carbon Dioxide Supply,Bioenergy Research,https://api.elsevier.com/content/abstract/scopus_id/85210097573,Padhi D.,,2025-12-01,,industrial
An institutional perspective on fear of failure and its effects across three entrepreneurship stages,International Entrepreneurship and Management Journal,https://api.elsevier.com/content/abstract/scopus_id/85210093702,Mestwerdt S.,,2025-12-01,,industrial
Advanced quantum and docking studies on the [3+2] cycloaddition of nitrile oxide with 1-Methyl-4-(Prop-1-en-2-yl)Cyclohex-1-ene: Exploring mechanisms and ADME properties,Current Chemistry Letters,https://api.elsevier.com/content/abstract/scopus_id/85210086953,Ryachi K.,,2025-12-01,,industrial
Enhancing Surface Properties of Circular Carbon Biochar Derived from Spent Coffee Beans Through ZnCl<inf>2</inf>/KOH Activation,Bioenergy Research,https://api.elsevier.com/content/abstract/scopus_id/85210082609,D G.,,2025-12-01,,industrial
"Fungus-Yeast Tri-culture System for In Situ Cellulase Production, Biodetoxification, and Bioethanol Production Using Rice Straw with Cyclic Shifting of Temperature Strategy",Bioenergy Research,https://api.elsevier.com/content/abstract/scopus_id/85210077059,Panda S.K.,,2025-12-01,,industrial
A review of mathematical methods in energy management optimization,Current Chemistry Letters,https://api.elsevier.com/content/abstract/scopus_id/85210076211,Fatemi Z.,,2025-12-01,,industrial
Glutathione S-transferase TcGSTu1 contributes to defense against eucalyptol in Tribolium castaneum,Genetica,https://api.elsevier.com/content/abstract/scopus_id/85210030557,Gao S.,,2025-12-01,,industrial
Unveiling the Potential of Probiotics in Osteoarthritis Management,Current Rheumatology Reports,https://api.elsevier.com/content/abstract/scopus_id/85210017932,Karim A.,,2025-12-01,,industrial
Reflection on failure and the performance of subsequent ventures: application of reflective learning theory,International Entrepreneurship and Management Journal,https://api.elsevier.com/content/abstract/scopus_id/85209927515,Bae T.J.,,2025-12-01,,industrial
Emotional analysis of broadcasting and hosting speech by integrating grid PSO-SVR and PAD models,International Journal of Cognitive Computing in Engineering,https://api.elsevier.com/content/abstract/scopus_id/85209914453,Pan S.,,2025-12-01,,industrial
Unpacking the drivers of the socio-environmental sustainability of new ventures: insights from innovative digital start-ups in Italy,International Entrepreneurship and Management Journal,https://api.elsevier.com/content/abstract/scopus_id/85209775477,Mazzoni L.,,2025-12-01,,industrial
Exploring the Potential of Syngas Fermentation for Recovery of High-Value Resources: A Comprehensive Review,Current Pollution Reports,https://api.elsevier.com/content/abstract/scopus_id/85209754513,Neto A.S.,,2025-12-01,,industrial
Exploration of the social selling of family-owned B2B enterprises and perceptual barriers,International Entrepreneurship and Management Journal,https://api.elsevier.com/content/abstract/scopus_id/85209741218,Wang C.,,2025-12-01,,industrial
Bioinspired Ultrasensitive Flexible Strain Sensors for Real-Time Wireless Detection of Liquid Leakage,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85209736908,Zhou W.,,2025-12-01,,industrial
Industry 4.0 technologies and international performance of SMEs: mediated-moderated perspectives,International Entrepreneurship and Management Journal,https://api.elsevier.com/content/abstract/scopus_id/85209664656,Rehman S.U.,,2025-12-01,,industrial
How does digital transformation improve ESG performance? Empirical research from 396 enterprises,International Entrepreneurship and Management Journal,https://api.elsevier.com/content/abstract/scopus_id/85209626514,Chen Y.,,2025-12-01,,industrial
Multiple identities in franchising,International Entrepreneurship and Management Journal,https://api.elsevier.com/content/abstract/scopus_id/85209585477,Grünhagen M.,,2025-12-01,,industrial
Overseas benchmarking for startup ecosystems in Central and Southern Italy,International Entrepreneurship and Management Journal,https://api.elsevier.com/content/abstract/scopus_id/85209398107,Greco F.,,2025-12-01,,industrial
Evaluating digital maturity in specialized enterprises: a multi-criteria decision-making approach,International Entrepreneurship and Management Journal,https://api.elsevier.com/content/abstract/scopus_id/85209360846,Zhu Y.,,2025-12-01,,industrial
Effects of education for entrepreneurship and entrepreneurial intention in university students,International Entrepreneurship and Management Journal,https://api.elsevier.com/content/abstract/scopus_id/85209353383,Silesky-Gonzalez E.,,2025-12-01,,industrial
Does innovation practices enhance the impact of environmental criteria adoption over entrepreneurial SMEs’ performance?,International Entrepreneurship and Management Journal,https://api.elsevier.com/content/abstract/scopus_id/85209224974,Clemente-Almendros J.A.,,2025-12-01,,industrial
Timing and experience in global markets: unraveling the impact of servitization on new manufacturing venture survival,International Entrepreneurship and Management Journal,https://api.elsevier.com/content/abstract/scopus_id/85209205214,Wang W.,,2025-12-01,,industrial
Ideal Bi-Based Hybrid Anode Material for Ultrafast Charging of Sodium-Ion Batteries at Extremely Low Temperatures,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85209172437,Bai J.,,2025-12-01,,industrial
"Chronobiological disruptions: unravelling the interplay of shift work, circadian rhythms, and vascular health in the context of stroke risk",Clinical and Experimental Medicine,https://api.elsevier.com/content/abstract/scopus_id/85209130640,Li X.,,2025-12-01,,industrial
Geothermal modeling in complex geological systems with ComPASS,Computers and Geosciences,https://api.elsevier.com/content/abstract/scopus_id/85208789593,Armandine Les Landes A.,,2025-12-01,,industrial
Million-core scalable 3D anisotropic reverse time migration on the Sugon exascale supercomputer,Computers and Geosciences,https://api.elsevier.com/content/abstract/scopus_id/85208760754,Wu S.,,2025-12-01,,industrial
"Breaking down entrepreneurial barriers: exploring the nexus of entrepreneurial behavior, innovation, and bank credit access through the lens of the theory of planned behavior",International Entrepreneurship and Management Journal,https://api.elsevier.com/content/abstract/scopus_id/85208743961,Ključnikov A.,,2025-12-01,,industrial
Disclosure of Productive and Stable Sugarcane Genotypes for Cane Yield and Quality Traits Using Various Stability Statistics,Tropical Plant Biology,https://api.elsevier.com/content/abstract/scopus_id/85208738640,Kumar R.,,2025-12-01,,industrial
Unlocking growth potential: investigating the significance of firm location for music startups,International Entrepreneurship and Management Journal,https://api.elsevier.com/content/abstract/scopus_id/85208738363,Shabtai R.H.,,2025-12-01,,industrial
Only you can check my data: certificateless and designed-verifier auditing of multi-cloud storage with faults localization,Distributed and Parallel Databases,https://api.elsevier.com/content/abstract/scopus_id/85208716460,Miao Y.,,2025-12-01,,industrial
Navigating motivations and obstacles: exploring the dynamics of foreign entrepreneurs in China’s business landscape,International Entrepreneurship and Management Journal,https://api.elsevier.com/content/abstract/scopus_id/85208708248,Kouam A.W.F.,,2025-12-01,,industrial
Effects of green entrepreneurship and digital transformation on eco-efficient e-commerce,International Entrepreneurship and Management Journal,https://api.elsevier.com/content/abstract/scopus_id/85208649096,Iqbal S.,,2025-12-01,,industrial
Smart Gas Sensors: Recent Developments and Future Prospective,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85208631944,Zong B.,,2025-12-01,,industrial
A review of mathematical methods in energy management optimization,Current Chemistry Letters,https://api.elsevier.com/content/abstract/scopus_id/85210076211,Fatemi Z.,,2025-12-01,,manufacturing engineering
Unpacking the drivers of the socio-environmental sustainability of new ventures: insights from innovative digital start-ups in Italy,International Entrepreneurship and Management Journal,https://api.elsevier.com/content/abstract/scopus_id/85209775477,Mazzoni L.,,2025-12-01,,manufacturing engineering
The translation of latent into actual entrepreneurship: the impact of GE,International Entrepreneurship and Management Journal,https://api.elsevier.com/content/abstract/scopus_id/85209760662,Cannavale C.,,2025-12-01,,manufacturing engineering
Organoid models of breast cancer in precision medicine and translational research,Molecular Biology Reports,https://api.elsevier.com/content/abstract/scopus_id/85209710942,Niazi V.,,2025-12-01,,manufacturing engineering
Industry 4.0 technologies and international performance of SMEs: mediated-moderated perspectives,International Entrepreneurship and Management Journal,https://api.elsevier.com/content/abstract/scopus_id/85209664656,Rehman S.U.,,2025-12-01,,manufacturing engineering
How does digital transformation improve ESG performance? Empirical research from 396 enterprises,International Entrepreneurship and Management Journal,https://api.elsevier.com/content/abstract/scopus_id/85209626514,Chen Y.,,2025-12-01,,manufacturing engineering
Flexible Strain Sensors with Ultra-High Sensitivity and Wide Range Enabled by Crack-Modulated Electrical Pathways,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85209539663,Bai Y.,,2025-12-01,,manufacturing engineering
Evaluating digital maturity in specialized enterprises: a multi-criteria decision-making approach,International Entrepreneurship and Management Journal,https://api.elsevier.com/content/abstract/scopus_id/85209360846,Zhu Y.,,2025-12-01,,manufacturing engineering
Does innovation practices enhance the impact of environmental criteria adoption over entrepreneurial SMEs’ performance?,International Entrepreneurship and Management Journal,https://api.elsevier.com/content/abstract/scopus_id/85209224974,Clemente-Almendros J.A.,,2025-12-01,,manufacturing engineering
"Recent Advances in Artificial Sensory Neurons: Biological Fundamentals, Devices, Applications, and Challenges",Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85209180506,Zhong S.,,2025-12-01,,manufacturing engineering
"Breaking down entrepreneurial barriers: exploring the nexus of entrepreneurial behavior, innovation, and bank credit access through the lens of the theory of planned behavior",International Entrepreneurship and Management Journal,https://api.elsevier.com/content/abstract/scopus_id/85208743961,Ključnikov A.,,2025-12-01,,manufacturing engineering
Laser-Induced Highly Stable Conductive Hydrogels for Robust Bioelectronics,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85208709463,Li Y.,,2025-12-01,,manufacturing engineering
Investigating female entrepreneurship: a micro-perspective of drivers and barriers for aspiring and experienced women entrepreneurs,International Entrepreneurship and Management Journal,https://api.elsevier.com/content/abstract/scopus_id/85208694980,Nevi G.,,2025-12-01,,manufacturing engineering
Effects of green entrepreneurship and digital transformation on eco-efficient e-commerce,International Entrepreneurship and Management Journal,https://api.elsevier.com/content/abstract/scopus_id/85208649096,Iqbal S.,,2025-12-01,,manufacturing engineering
Smart Gas Sensors: Recent Developments and Future Prospective,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85208631944,Zong B.,,2025-12-01,,manufacturing engineering
Formation of bone tissue apatite on starch-based nanofiber-capped nanohydroxyapatite and reduced graphene oxide: a preliminary study,Oral and Maxillofacial Surgery,https://api.elsevier.com/content/abstract/scopus_id/85208602968,Senthil R.,,2025-12-01,,manufacturing engineering
Multifunctional Nacre-Like Nanocomposite Papers for Electromagnetic Interference Shielding via Heterocyclic Aramid/MXene Template-Assisted In-Situ Polypyrrole Assembly,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85208496618,Xiong J.,,2025-12-01,,manufacturing engineering
"Inter-Skeleton Conductive Routes Tuning Multifunctional Conductive Foam for Electromagnetic Interference Shielding, Sensing and Thermal Management",Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85207692953,Li X.,,2025-12-01,,manufacturing engineering
Solution-Processed Thin Film Transparent Photovoltaics: Present Challenges and Future Development,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85207423814,Liu T.,,2025-12-01,,manufacturing engineering
Cognitive computing method based on decoding psychological emotional states,International Journal of Cognitive Computing in Engineering,https://api.elsevier.com/content/abstract/scopus_id/85207339610,Huangfu B.,,2025-12-01,,manufacturing engineering
Integration of Electrical Properties and Polarization Loss Modulation on Atomic Fe–N-RGO for Boosting Electromagnetic Wave Absorption,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85207082423,Zhang K.,,2025-12-01,,manufacturing engineering
Graphene Aerogel Composites with Self-Organized Nanowires-Packed Honeycomb Structure for Highly Efficient Electromagnetic Wave Absorption,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85206977159,You X.,,2025-12-01,,manufacturing engineering
Unleashing the Potential of Electroactive Hybrid Biomaterials and Self-Powered Systems for Bone Therapeutics,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85206567113,Liu S.,,2025-12-01,,manufacturing engineering
Magneto-Dielectric Synergy and Multiscale Hierarchical Structure Design Enable Flexible Multipurpose Microwave Absorption and Infrared Stealth Compatibility,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85206497239,Li C.,,2025-12-01,,manufacturing engineering
MoS<inf>2</inf> Lubricate-Toughened MXene/ANF Composites for Multifunctional Electromagnetic Interference Shielding,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85206393748,Wang J.,,2025-12-01,,manufacturing engineering
Nano-Fertilizers (NFs) for Resurgence in Nutrient Use Efficiency (NUE): a Sustainable Agricultural Strategy,Current Pollution Reports,https://api.elsevier.com/content/abstract/scopus_id/85206262596,Pudhuvai B.,,2025-12-01,,manufacturing engineering
Flexible Graphene Field-Effect Transistors and Their Application in Flexible Biomedical Sensing,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85206070184,Sun M.,,2025-12-01,,manufacturing engineering
"High-Entropy Electrode Materials: Synthesis, Properties and Outlook",Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85205718654,Li D.,,2025-12-01,,manufacturing engineering
Advances in Graphene-Based Electrode for Triboelectric Nanogenerator,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85204936102,Xie B.,,2025-12-01,,manufacturing engineering
Crystallization Modulation and Holistic Passivation Enables Efficient Two-Terminal Perovskite/CuIn(Ga)Se<inf>2</inf> Tandem Solar Cells,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85204806869,Geng C.,,2025-12-01,,manufacturing engineering
Multiple Tin Compounds Modified Carbon Fibers to Construct Heterogeneous Interfaces for Corrosion Prevention and Electromagnetic Wave Absorption,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85204785833,Guo Z.,,2025-12-01,,manufacturing engineering
Advanced Functional Electromagnetic Shielding Materials: A Review Based on Micro-Nano Structure Interface Control of Biomass Cell Walls,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85204695610,Shi Y.,,2025-12-01,,manufacturing engineering
Catalyst–Support Interaction in Polyaniline-Supported Ni<inf>3</inf>Fe Oxide to Boost Oxygen Evolution Activities for Rechargeable Zn-Air Batteries,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85204472089,Zou X.,,2025-12-01,,manufacturing engineering
Neural secret key enabled secure cloud storage with efficient packet checker algorithm,Cyber Security and Applications,https://api.elsevier.com/content/abstract/scopus_id/85201898015,Maurya S.P.,,2025-12-01,,manufacturing engineering
Securing industry 4.0: Assessing cybersecurity challenges and proposing strategies for manufacturing management,Cyber Security and Applications,https://api.elsevier.com/content/abstract/scopus_id/85200217568,Alqudhaibi A.,,2025-12-01,,manufacturing engineering
"Synthesis, characterization, and biological profiling of novel benzotriazole-thio linked derivatives as promising anti-inflammatory, analgesic, and antibacterial agents",Current Chemistry Letters,https://api.elsevier.com/content/abstract/scopus_id/85210084132,Kshatriya M.R.,,2025-12-01,,magnetic materials
Enhancing Surface Properties of Circular Carbon Biochar Derived from Spent Coffee Beans Through ZnCl<inf>2</inf>/KOH Activation,Bioenergy Research,https://api.elsevier.com/content/abstract/scopus_id/85210082609,D G.,,2025-12-01,,magnetic materials
Association between condylar surface computed tomography values in the coronal plane and temporomandibular joint disc position in jaw deformity patients: a retrospective study,Oral and Maxillofacial Surgery,https://api.elsevier.com/content/abstract/scopus_id/85209785230,Ueki K.,,2025-12-01,,magnetic materials
Development of hepatocellular carcinoma organoid model recapitulating HIF-1A metabolic signature,Clinical and Experimental Medicine,https://api.elsevier.com/content/abstract/scopus_id/85209762000,Khedr M.A.,,2025-12-01,,magnetic materials
Organoid models of breast cancer in precision medicine and translational research,Molecular Biology Reports,https://api.elsevier.com/content/abstract/scopus_id/85209710942,Niazi V.,,2025-12-01,,magnetic materials
Apraxia: From Neuroanatomical Pathways to Clinical Manifestations,Current Neurology and Neuroscience Reports,https://api.elsevier.com/content/abstract/scopus_id/85209396228,Stoll S.,,2025-12-01,,magnetic materials
"Recent Advances in Artificial Sensory Neurons: Biological Fundamentals, Devices, Applications, and Challenges",Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85209180506,Zhong S.,,2025-12-01,,magnetic materials
“Surviving the dip” after subacromial balloon spacer implantation for massive rotator cuff tear treatment: a retrospective case series,European Journal of Orthopaedic Surgery and Traumatology,https://api.elsevier.com/content/abstract/scopus_id/85209110036,Sirignano M.,,2025-12-01,,magnetic materials
Scalable Ir-Doped NiFe<inf>2</inf>O<inf>4</inf>/TiO<inf>2</inf> Heterojunction Anode for Decentralized Saline Wastewater Treatment and H<inf>2</inf> Production,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85207693971,Hong S.,,2025-12-01,,magnetic materials
"Inter-Skeleton Conductive Routes Tuning Multifunctional Conductive Foam for Electromagnetic Interference Shielding, Sensing and Thermal Management",Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85207692953,Li X.,,2025-12-01,,magnetic materials
Integration of Electrical Properties and Polarization Loss Modulation on Atomic Fe–N-RGO for Boosting Electromagnetic Wave Absorption,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85207082423,Zhang K.,,2025-12-01,,magnetic materials
Graphene Aerogel Composites with Self-Organized Nanowires-Packed Honeycomb Structure for Highly Efficient Electromagnetic Wave Absorption,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85206977159,You X.,,2025-12-01,,magnetic materials
Recent Advances and Prospective Challenges of Iron Metal–Organic Framework (MOF) Catalysts in Electrochemical Fenton Treatment Technologies,Current Pollution Reports,https://api.elsevier.com/content/abstract/scopus_id/85206894628,Fisher T.M.,,2025-12-01,,magnetic materials
Unleashing the Potential of Electroactive Hybrid Biomaterials and Self-Powered Systems for Bone Therapeutics,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85206567113,Liu S.,,2025-12-01,,magnetic materials
Ultra-High Sensitivity Anisotropic Piezoelectric Sensors for Structural Health Monitoring and Robotic Perception,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85206498331,Yin H.,,2025-12-01,,magnetic materials
Magneto-Dielectric Synergy and Multiscale Hierarchical Structure Design Enable Flexible Multipurpose Microwave Absorption and Infrared Stealth Compatibility,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85206497239,Li C.,,2025-12-01,,magnetic materials
MoS<inf>2</inf> Lubricate-Toughened MXene/ANF Composites for Multifunctional Electromagnetic Interference Shielding,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85206393748,Wang J.,,2025-12-01,,magnetic materials
Defects-Rich Heterostructures Trigger Strong Polarization Coupling in Sulfides/Carbon Composites with Robust Electromagnetic Wave Absorption,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85205731251,Liu J.,,2025-12-01,,magnetic materials
Locally Enhanced Flow and Electric Fields Through a Tip Effect for Efficient Flow-Electrode Capacitive Deionization,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85205720532,Wang Z.,,2025-12-01,,magnetic materials
"High-Entropy Electrode Materials: Synthesis, Properties and Outlook",Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85205718654,Li D.,,2025-12-01,,magnetic materials
Engineered Cancer Nanovaccines: A New Frontier in Cancer Therapy,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85205690998,Wang Y.,,2025-12-01,,magnetic materials
Bioinspired Passive Tactile Sensors Enabled by Reversible Polarization of Conjugated Polymers,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85204940332,He F.,,2025-12-01,,magnetic materials
Alternative Strategy for Development of Dielectric Calcium Copper Titanate-Based Electrolytes for Low-Temperature Solid Oxide Fuel Cells,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85204935955,Rauf S.,,2025-12-01,,magnetic materials
Prussian Blue Analogue-Templated Nanocomposites for Alkali-Ion Batteries: Progress and Perspective,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85204933678,Zhou J.E.,,2025-12-01,,magnetic materials
Designing Electronic Structures of Multiscale Helical Converters for Tailored Ultrabroad Electromagnetic Absorption,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85204903711,Feng Z.,,2025-12-01,,magnetic materials
Spontaneous Orientation Polarization of Anisotropic Equivalent Dipoles Harnessed by Entropy Engineering for Ultra-Thin Electromagnetic Wave Absorber,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85204885645,Wang H.,,2025-12-01,,magnetic materials
Multiple Tin Compounds Modified Carbon Fibers to Construct Heterogeneous Interfaces for Corrosion Prevention and Electromagnetic Wave Absorption,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85204785833,Guo Z.,,2025-12-01,,magnetic materials
Low-Temperature Oxidation Induced Phase Evolution with Gradient Magnetic Heterointerfaces for Superior Electromagnetic Wave Absorption,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85204778088,He Z.,,2025-12-01,,magnetic materials
Advanced Functional Electromagnetic Shielding Materials: A Review Based on Micro-Nano Structure Interface Control of Biomass Cell Walls,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85204695610,Shi Y.,,2025-12-01,,magnetic materials
Catalyst–Support Interaction in Polyaniline-Supported Ni<inf>3</inf>Fe Oxide to Boost Oxygen Evolution Activities for Rechargeable Zn-Air Batteries,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85204472089,Zou X.,,2025-12-01,,magnetic materials
Advancements and Challenges in Organic–Inorganic Composite Solid Electrolytes for All-Solid-State Lithium Batteries,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85204424686,Zhang X.,,2025-12-01,,magnetic materials
Zeolites as versatile material for sustainable water purification: a review,EQA,https://api.elsevier.com/content/abstract/scopus_id/85208419350,Manoharmayum V.S.,,2025-10-22,,magnetic materials
The Role of Information and Communication Technology in Increasing Work Creativity through Transformational Leadership Between Generation X and Y Employees: A Bibliometric Analysis using Publish or Perish,Journal of Advanced Research in Applied Sciences and Engineering Technology,https://api.elsevier.com/content/abstract/scopus_id/85209082393,Imaniyati N.,,2025-10-01,,magnetic materials
Study of Histological Changes of Testis in Rats of Different Ages when Exposed to Frequency 10GH<inf>Z</inf> within the X-Band Microwave,Journal of Advanced Research in Applied Sciences and Engineering Technology,https://api.elsevier.com/content/abstract/scopus_id/85207297791,Mathloom A.R.,,2025-10-01,,magnetic materials
"Structural, electronic, and spectroscopic properties of oxadiazole isomers in the light of DFT computational study",Current Chemistry Letters,https://api.elsevier.com/content/abstract/scopus_id/85210102987,Oulhaj O.,,2025-12-01,,electronic
Experimental and theoretical correlations in (Z)-C-aryl-N-methylnitrones,Current Chemistry Letters,https://api.elsevier.com/content/abstract/scopus_id/85210097546,Kula K.,,2025-12-01,,electronic
Design of news sentiment classification and recommendation system based on multi-model fusion and text similarity,International Journal of Cognitive Computing in Engineering,https://api.elsevier.com/content/abstract/scopus_id/85209877149,Xi Q.,,2025-12-01,,electronic
"X, How can you bring citizens closer to their city councils?",International Entrepreneurship and Management Journal,https://api.elsevier.com/content/abstract/scopus_id/85209764539,Garrote-Quintana A.,,2025-12-01,,electronic
Management of aseptic nonunions of bicondylar tibial plateau fractures,European Journal of Orthopaedic Surgery and Traumatology,https://api.elsevier.com/content/abstract/scopus_id/85209761078,Hresko A.M.,,2025-12-01,,electronic
Bioinspired Ultrasensitive Flexible Strain Sensors for Real-Time Wireless Detection of Liquid Leakage,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85209736908,Zhou W.,,2025-12-01,,electronic
Wafer-Scale Ag<inf>2</inf>S-Based Memristive Crossbar Arrays with Ultra-Low Switching-Energies Reaching Biological Synapses,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85209734599,Zhu Y.,,2025-12-01,,electronic
Direct Photolithography of WO<inf>x</inf> Nanoparticles for High-Resolution Non-Emissive Displays,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85209729690,Gu C.,,2025-12-01,,electronic
Exploration of Gas-Dependent Self-Adaptive Reconstruction Behavior of Cu<inf>2</inf>O for Electrochemical CO<inf>2</inf> Conversion to Multi-Carbon Products,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85209585704,Zhang C.,,2025-12-01,,electronic
Artificial Intelligence as a Tool for Creating Patient Visit Summary: A Scoping Review and Guide to Implementation in an Erectile Dysfunction Clinic,Current Urology Reports,https://api.elsevier.com/content/abstract/scopus_id/85209553159,Lumbiganon S.,,2025-12-01,,electronic
Low-Temperature Fabrication of Stable Black-Phase CsPbI<inf>3</inf> Perovskite Flexible Photodetectors Toward Wearable Health Monitoring,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85209545234,Zhao Y.,,2025-12-01,,electronic
Flexible Strain Sensors with Ultra-High Sensitivity and Wide Range Enabled by Crack-Modulated Electrical Pathways,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85209539663,Bai Y.,,2025-12-01,,electronic
Protecting your dermatology practice from cyber threats: tips and tricks for everyday safety,Archives of Dermatological Research,https://api.elsevier.com/content/abstract/scopus_id/85209476986,Koch R.S.,,2025-12-01,,electronic
Recent progress in hematoporphyrin monomethyl ether-photodynamic therapy for port-wine stains: updates and insights,Archives of Dermatological Research,https://api.elsevier.com/content/abstract/scopus_id/85209394133,Khalaf A.T.,,2025-12-01,,electronic
Rates of sepsis among patients hospitalized for hidradenitis suppurativa,Archives of Dermatological Research,https://api.elsevier.com/content/abstract/scopus_id/85209377983,Rohan T.Z.,,2025-12-01,,electronic
Preoperative hip abductor strength predicts discharge destination after total hip arthroplasty,European Journal of Orthopaedic Surgery and Traumatology,https://api.elsevier.com/content/abstract/scopus_id/85209371537,Nojiri S.,,2025-12-01,,electronic
Evaluating digital maturity in specialized enterprises: a multi-criteria decision-making approach,International Entrepreneurship and Management Journal,https://api.elsevier.com/content/abstract/scopus_id/85209360846,Zhu Y.,,2025-12-01,,electronic
Effects of education for entrepreneurship and entrepreneurial intention in university students,International Entrepreneurship and Management Journal,https://api.elsevier.com/content/abstract/scopus_id/85209353383,Silesky-Gonzalez E.,,2025-12-01,,electronic
Does innovation practices enhance the impact of environmental criteria adoption over entrepreneurial SMEs’ performance?,International Entrepreneurship and Management Journal,https://api.elsevier.com/content/abstract/scopus_id/85209224974,Clemente-Almendros J.A.,,2025-12-01,,electronic
Stochastic model of seed dispersal with homogeneous and non-homogeneous Poisson processes under habitat reduction conditions,Journal of Biological Physics,https://api.elsevier.com/content/abstract/scopus_id/85209188145,Marić N.,,2025-12-01,,electronic
"Recent Advances in Artificial Sensory Neurons: Biological Fundamentals, Devices, Applications, and Challenges",Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85209180506,Zhong S.,,2025-12-01,,electronic
An Artificial Intelligence-Assisted Flexible and Wearable Mechanoluminescent Strain Sensor System,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85209099436,Dong Y.,,2025-12-01,,electronic
The Digital Revolution in Medicine: Applications in Cardio-Oncology,Current Treatment Options in Cardiovascular Medicine,https://api.elsevier.com/content/abstract/scopus_id/85208748615,Echefu G.,,2025-12-01,,electronic
